date,All food,Beef and veal,Cereals and bakery products,Dairy products,Eggs,Fats and oils,Fish and seafood,Food at home,Food away from home,Fresh fruits,Fresh fruits and vegetables,Fresh vegetables,Fruits and vegetables,Meats,"Meats, poultry, and fish",Nonalcoholic beverages,Other foods,Other meats,Pork,Poultry,Processed fruits and vegetables,Sugar and sweets,log_All food,log_Beef and veal,log_Cereals and bakery products,log_Dairy products,log_Eggs,log_Fats and oils,log_Fish and seafood,log_Food at home,log_Food away from home,log_Fresh fruits,log_Fresh fruits and vegetables,log_Fresh vegetables,log_Fruits and vegetables,log_Meats,"log_Meats, poultry, and fish",log_Nonalcoholic beverages,log_Other foods,log_Other meats,log_Pork,log_Poultry,log_Processed fruits and vegetables,log_Sugar and sweets
2003-05-01,1.8,5.4,2.5,-1.6,7.1,0.6,0.2,1.5,2.0,1.6,0.9,-0.1,0.5,2.7,2.0,1.0,1.1,1.3,-1.7,1.0,45.1,2.2,1.1939224684724346,2.424802725718295,1.7578579175523736,1.6863989535702288,3.258096538021482,1.458615022699517,1.0647107369924282,1.5686159179138452,0.7178397931503168,2.0014800002101243,1.749199854809259,1.62924053973028,1.1474024528375417,1.9810014688665833,1.7227665977411035,1.252762968495368,1.0986122886681098,1.33500106673234,1.5260563034950492,1.4350845252893227,3.901972669574645,1.410986973710262
2003-06-01,1.8,4.3,2.7,-1.4,4.8,1.3,0.7,1.6,2.1,3.8,2.2,0.5,2.0,2.3,1.7,0.8,0.8,0.9,-0.1,0.1,45.1,2.3,1.1939224684724346,2.322387720290225,1.791759469228055,1.7227665977411035,3.1654750481410856,1.6094379124341003,1.2237754316221157,1.589235205116581,0.7654678421395716,2.2617630984737906,1.9530276168241774,1.7404661748405044,1.536867219599265,1.9242486522741338,1.667706820558076,1.1939224684724346,0.9932517730102834,1.2237754316221157,1.824549292051046,1.1939224684724346,3.901972669574645,1.4350845252893225
2003-07-01,2.0,4.3,2.4,-1.8,0.6999999999999997,0.15000000000000002,1.25,1.9,1.9,2.3,1.1,-0.15000000000000002,0.7999999999999999,3.55,2.7,0.15000000000000002,1.3,1.5,1.65,0.8500000000000001,45.1,2.0,1.252762968495368,2.322387720290225,1.7404661748405044,1.6486586255873816,2.9755295662364714,1.3480731482996928,1.3737155789130306,1.6486586255873816,0.6678293725756554,2.0918640616783932,1.7833912195575383,1.6193882432872682,1.2383742310432684,2.0918640616783932,1.8405496333974871,0.9745596399981308,1.1631508098056809,1.3862943611198906,2.0731719286662402,1.398716881118448,3.901972669574645,1.3609765531356006
2003-08-01,1.9,4.75,2.65,-0.85,3.75,0.15000000000000002,0.8500000000000001,1.8,2.05,0.44999999999999996,3.05,0.55,2.7,3.75,2.5999999999999996,-0.8,1.0,1.75,2.0,1.25,45.1,2.0,1.2237754316221157,2.365559892155434,1.7833912195575383,1.8164520818184267,3.120159851929043,1.3480731482996928,1.2669476034873244,1.62924053973028,0.7419373447293771,1.8325814637483102,2.0668627594729756,1.7491998548092589,1.6770965609079151,2.1162555148025524,1.8245492920510458,0.5306282510621704,1.0647107369924282,1.4469189829363254,2.1162555148025524,1.4929040961781488,3.901972669574645,1.3609765531356006
2003-09-01,2.05,4.949999999999999,2.7,0.7,6.45,0.7,1.25,2.0,2.05,2.1,1.6,-0.09999999999999998,2.75,4.3,3.15,0.35000000000000003,1.15,2.6,1.45,1.6,45.1,1.8499999999999999,1.2669476034873244,2.3841650799864684,1.791759469228055,2.0412203288596382,3.232778730037192,1.4816045409242156,1.3737155789130306,1.667706820558076,0.7419373447293771,2.066862759472976,1.864080130807681,1.62924053973028,1.6863989535702288,2.180417459019838,1.9095425048844386,1.0473189942805592,1.1151415906193203,1.62924053973028,2.0476928433652555,1.5686159179138455,3.901972669574645,1.3217558399823195
2003-10-01,2.05,5.75,2.15,1.3499999999999999,7.4,0.55,1.6,2.0,2.0,1.45,0.6,-0.25,1.1,4.95,3.6,0.25,1.15,2.5,2.55,1.4500000000000002,45.1,1.9500000000000002,1.2669476034873244,2.4553061800117097,1.6956156086751526,2.122261538862764,3.269568939183719,1.4469189829363254,1.4586150226995167,1.667706820558076,0.7178397931503168,1.9810014688665833,1.6956156086751526,1.5993875765805987,1.3217558399823195,2.2512917986064953,1.9740810260220096,1.0116009116784799,1.1151415906193203,1.6094379124341003,2.180417459019838,1.536867219599265,3.901972669574645,1.3480731482996928
2003-11-01,2.35,10.15,2.05,1.45,8.4,1.65,1.2,2.35,2.1500000000000004,1.65,1.6500000000000001,0.45,2.8,6.8500000000000005,4.7,0.9,0.9,2.85,2.1500000000000004,2.1500000000000004,45.1,1.8,1.3480731482996928,2.775708849576025,1.6770965609079151,2.134166441369082,3.306886702190914,1.6770965609079151,1.3609765531356006,1.7316555451583497,0.7884573603642703,2.008214032391468,1.8718021769015913,1.7316555451583495,1.6956156086751526,2.4336133554004498,2.1162555148025524,1.2237754316221157,1.0296194171811581,1.6770965609079151,2.134166441369082,1.6770965609079154,3.901972669574645,1.308332819650179
2003-12-01,2.45,22.950000000000003,1.75,0.8,13.2,0.7,1.45,2.55,2.35,1.75,1.9,0.75,2.7,12.05,8.5,-0.7,0.55,3.7,1.35,2.1500000000000004,45.1,1.6,1.3737155789130306,3.3621099929541085,1.6193882432872684,2.0541237336955462,3.46885603013597,1.4816045409242156,1.423108334242607,1.766441661243765,0.8754687373539001,2.0215475632609334,1.9095425048844386,1.7833912195575383,1.6770965609079151,2.8094026953624978,2.4932054526026954,0.5877866649021191,0.8960880245566357,1.824549292051046,2.0347056478384444,1.6770965609079154,3.901972669574645,1.252762968495368
2004-01-01,3.3,22.6,1.5,3.8,25.5,0.2,2.4,3.9,2.6,2.1,4.6,5.3,3.4,19.4,14.5,0.2,1.4,5.3,1.3,4.2,45.1,0.9,1.5686159179138452,3.349904087274605,1.5686159179138452,2.379546134130174,3.7932394694381792,1.3609765531356008,1.62924053973028,1.9740810260220096,0.974559639998131,2.066862759472976,2.2460147415056513,2.3513752571634776,1.80005827204275,3.175968323856924,2.89591193827178,0.9932517730102834,1.1939224684724346,2.0541237336955462,2.028148247292285,2.0014800002101243,3.901972669574645,1.0296194171811581
2004-02-01,3.2,14.0,1.7,2.5,22.9,2.1,3.0,3.6,2.8,2.8,4.3,5.8,3.4,12.2,9.8,0.8,0.2,5.0,2.4,4.3,45.1,1.3,1.547562508716013,2.990719731730447,1.6094379124341003,2.2512917986064953,3.7328963395307104,1.7578579175523739,1.7404661748405046,1.9315214116032138,1.047318994280559,2.151762203259462,2.2137538792874296,2.3978952727983707,1.80005827204275,2.8183982582710754,2.5952547069568657,1.1939224684724346,0.7419373447293773,2.0149030205422647,2.163323025660538,2.0149030205422647,3.901972669574645,1.1631508098056809
2004-03-01,3.2,14.1,1.8,2.5,23.2,3.1,2.6,3.5,2.9,-0.1,3.7,5.1,3.0,8.5,6.0,1.2,0.8,5.2,1.6,3.9,45.1,1.6,1.547562508716013,2.995732273553991,1.62924053973028,2.2512917986064953,3.7400477406883357,1.916922612182061,1.667706820558076,1.916922612182061,1.0818051703517284,1.7404661748405046,2.145931282948669,2.33214389523559,1.7316555451583497,2.5687881337687024,2.2617630984737906,1.308332819650179,0.9932517730102834,2.0412203288596382,2.066862759472976,1.9600947840472698,3.901972669574645,1.252762968495368
2004-04-01,3.2,10.1,1.8,2.4,24.5,5.1,1.4,3.4,2.8,0.0,3.7,4.6,3.1,7.1,5.7,0.6,1.3,4.8,2.9,5.2,45.1,1.4,1.547562508716013,2.772588722239781,1.62924053973028,2.2407096892759584,3.770459441106359,2.174751721484161,1.410986973710262,1.9021075263969203,1.047318994280559,1.7578579175523736,2.145931282948669,2.282382385676526,1.749199854809259,2.4553061800117097,2.2300144001592104,1.1314021114911006,1.1631508098056809,1.9878743481543455,2.2192034840549946,2.128231705849268,3.901972669574645,1.1939224684724346
2004-05-01,3.1,11.7,1.9,3.9,18.8,5.1,1.8,3.2,2.8,1.0,3.3,1.5,2.7,7.0,5.8,0.0,1.3,4.7,1.3,5.6,45.1,1.2,1.5260563034950492,2.8678989020441064,1.6486586255873816,2.388762789235098,3.629660094453965,2.174751721484161,1.5040773967762742,1.8718021769015913,1.047318994280559,1.916922612182061,2.098017927252771,1.9021075263969203,1.6770965609079151,2.446685436967803,2.2407096892759584,0.9162907318741551,1.1631508098056809,1.9740810260220096,2.028148247292285,2.174751721484161,3.901972669574645,1.1314021114911006
2004-06-01,3.5,12.7,1.9,9.5,12.8,6.5,2.2,4.0,2.8,3.3,3.6,1.4,3.0,8.7,7.6,0.3,1.1,4.4,4.2,6.6,45.1,1.2,1.6094379124341003,2.9231615807191558,1.6486586255873816,2.803360380906535,3.456316680883235,2.322387720290225,1.589235205116581,1.9878743481543455,1.047318994280559,2.2082744135228043,2.134166441369082,1.8870696490323797,1.7316555451583497,2.583997552432231,2.4159137783010487,1.0296194171811581,1.0986122886681098,1.9315214116032138,2.3513752571634776,2.2823823856765264,3.901972669574645,1.1314021114911006
2004-07-01,2.8,9.7,2.05,6.1,-0.40000000000000036,4.15,1.45,3.0,2.3,1.15,2.5,-1.5,1.9,7.25,5.95,-0.30000000000000004,1.4,2.4,3.55,4.85,45.1,1.1,1.4586150226995167,2.747270914255491,1.6770965609079151,2.5726122302071057,2.917770732084279,2.0605135317943173,1.423108334242607,1.840549633397487,0.8544153281560675,1.9387416595767006,1.9947003132247452,1.3083328196501787,1.5151272329628591,2.468099531471619,2.256541154492639,0.7884573603642703,1.1939224684724346,1.589235205116581,2.2874714551839976,2.0856720914304723,3.901972669574645,1.0986122886681098
2004-08-01,2.8,9.7,2.05,5.75,0.6000000000000001,4.45,1.7999999999999998,3.05,2.75,-0.30000000000000004,3.0,-0.65,1.9500000000000002,7.25,6.1,0.15,1.2,2.45,4.45,5.45,45.1,1.3,1.4586150226995167,2.747270914255491,1.6770965609079151,2.545531271604435,2.970414465569701,2.0980179272527715,1.5040773967762742,1.8484548129046001,1.0296194171811581,1.7047480922384253,2.060513531794317,1.515127232962859,1.5260563034950492,2.468099531471619,2.272125885509337,0.9745596399981308,1.1314021114911006,1.599387576580599,2.3749057545736716,2.157559320943788,3.901972669574645,1.1631508098056809
2004-09-01,2.75,8.85,2.2,6.199999999999999,0.0,3.85,1.55,2.9,2.85,0.2,2.5,-0.9500000000000001,1.8,6.9,6.1,0.0,1.4,2.65,4.35,6.25,45.1,1.2000000000000002,1.4469189829363254,2.691243082785829,1.7047480922384253,2.580216829592325,2.9391619220655967,2.0215475632609334,1.4469189829363254,1.8245492920510458,1.0647107369924285,1.791759469228055,1.9947003132247452,1.4469189829363251,1.4929040961781488,2.4379897300002487,2.272125885509337,0.9162907318741551,1.1939224684724346,1.6389967146756448,2.365559892155434,2.2460147415056513,3.901972669574645,1.1314021114911006
2004-10-01,2.5999999999999996,8.25,1.75,5.7,-3.6500000000000004,3.95,2.1,2.6,2.95,0.09999999999999998,2.1,-0.95,1.7000000000000002,6.699999999999999,6.050000000000001,0.6000000000000001,0.75,2.75,4.65,6.0,45.1,1.25,1.410986973710262,2.649714624089247,1.6193882432872684,2.5416019934645457,2.7245795030534206,2.0347056478384444,1.5686159179138452,1.7749523509116738,1.0986122886681098,1.7749523509116736,1.9387416595767006,1.4469189829363251,1.4701758451005926,2.4203681286504293,2.2669579153508947,1.1314021114911006,0.9745596399981308,1.6582280766035324,2.3933394562625097,2.2192034840549946,3.901972669574645,1.1474024528375417
2004-11-01,3.0,7.55,1.9,5.05,-4.2,4.3,2.0,3.05,2.95,2.15,3.55,3.5,2.8499999999999996,5.800000000000001,5.55,0.5,0.6499999999999999,2.9499999999999997,3.95,6.0,45.1,0.9500000000000001,1.5040773967762742,2.598979106047848,1.6486586255873816,2.489064659936664,2.6878474937846906,2.0794415416798357,1.547562508716013,1.8484548129046001,1.0986122886681098,2.0731719286662402,2.128231705849268,2.163323025660538,1.7047480922384253,2.3369865197113784,2.21375387928743,1.0986122886681098,0.9360933591703348,1.6956156086751526,2.327277705584417,2.2192034840549946,3.901972669574645,1.0473189942805592
2004-12-01,2.9,8.0,1.7999999999999998,4.85,-4.65,3.4,2.0999999999999996,3.05,2.95,3.85,3.9,7.6499999999999995,3.4499999999999997,5.95,4.65,-0.05000000000000002,0.35,3.2,3.35,5.05,45.1,1.0,1.4816045409242156,2.631888840136646,1.62924053973028,2.47232786758114,2.6567569067146595,1.9600947840472698,1.5686159179138452,1.8484548129046001,1.0986122886681098,2.2669579153508947,2.169053700369523,2.553343811341229,1.8082887711792655,2.3513752571634776,2.1102132003465894,0.8960880245566357,0.8109302162163288,1.7404661748405046,2.2669579153508947,2.1102132003465894,3.901972669574645,1.0647107369924282
2005-01-01,2.6,3.8,1.7,2.3,-8.7,-0.2,2.4,2.6,2.8,7.6,5.5,12.9,4.6,2.9,2.6,0.5,-0.5,3.6,0.2,2.4,45.1,0.4,1.410986973710262,2.272125885509337,1.6094379124341003,2.2300144001592104,2.322387720290225,1.252762968495368,1.62924053973028,1.7749523509116738,1.047318994280559,2.5952547069568657,2.336986519711378,2.89591193827178,1.9810014688665833,2.0082140323914683,1.824549292051046,1.0986122886681098,0.3364722366212129,1.8082887711792655,1.8718021769015913,1.7227665977411035,3.901972669574645,0.8329091229351039
2005-02-01,2.7,3.5,1.9,3.8,-12.7,1.6,3.3,2.6,3.1,8.2,4.9,3.7,4.3,2.8,2.9,1.6,0.4,3.2,2.4,2.4,45.1,0.7,1.4350845252893227,2.2407096892759584,1.6486586255873816,2.379546134130174,1.8245492920510458,1.6677068205580763,1.791759469228055,1.7749523509116738,1.1474024528375417,2.6390573296152584,2.277267285009756,2.186051276738094,1.9387416595767006,1.9947003132247452,1.8718021769015913,1.410986973710262,0.8329091229351039,1.7404661748405046,2.163323025660538,1.7227665977411035,3.901972669574645,0.9555114450274363
2005-03-01,2.4,5.2,2.1,1.3,-10.6,1.0,2.5,2.0,3.2,4.5,4.1,1.1,3.5,3.4,2.7,1.5,0.5,2.5,2.4,1.5,45.1,1.0,1.3609765531356006,2.4069451083182885,1.6863989535702288,2.1162555148025524,2.116255514802552,1.547562508716013,1.6486586255873816,1.667706820558076,1.1786549963416462,2.33214389523559,2.191653532286764,1.840549633397487,1.8164520818184267,2.0731719286662407,1.8405496333974871,1.3862943611198906,0.8754687373538999,1.6094379124341003,2.163323025660538,1.547562508716013,3.901972669574645,1.0647107369924282
2005-04-01,2.3,4.9,2.0,1.7,-14.8,-0.2,1.8,1.8,3.1,3.0,3.9,2.3,3.3,3.2,2.9,2.4,0.9,2.4,1.5,2.2,45.1,0.5,1.33500106673234,2.379546134130174,1.667706820558076,2.163323025660538,1.4109869737102616,1.252762968495368,1.5040773967762742,1.62924053973028,1.1474024528375417,2.174751721484161,2.169053700369523,2.0149030205422647,1.7833912195575383,2.0476928433652555,1.8718021769015913,1.589235205116581,1.0296194171811581,1.589235205116581,2.0541237336955462,1.6863989535702288,3.901972669574645,0.8754687373538999
2005-05-01,2.6,4.4,2.0,2.1,-17.9,0.9,2.6,2.4,3.1,2.3,4.2,5.9,3.7,3.4,3.0,2.9,1.9,2.3,2.8,2.0,45.1,1.0,1.410986973710262,2.33214389523559,1.667706820558076,2.2082744135228043,0.0,1.5260563034950492,1.667706820558076,1.7404661748405044,1.1474024528375417,2.0918640616783932,2.2027647577118348,2.4069451083182885,1.8484548129046001,2.0731719286662407,1.8870696490323797,1.6863989535702288,1.33500106673234,1.5686159179138452,2.2082744135228043,1.6486586255873816,3.901972669574645,1.0647107369924282
2005-06-01,2.6,5.7,2.1,2.4,-17.9,0.3,2.6,2.4,3.1,3.3,4.6,4.9,4.1,3.5,3.0,2.5,1.6,2.2,1.6,1.7,45.1,0.6,1.410986973710262,2.451005098112319,1.6863989535702288,2.2407096892759584,0.0,1.3862943611198906,1.667706820558076,1.7404661748405044,1.1474024528375417,2.2082744135228043,2.2460147415056513,2.312535423847214,1.9095425048844386,2.0856720914304723,1.8870696490323797,1.6094379124341003,1.252762968495368,1.547562508716013,2.066862759472976,1.589235205116581,3.901972669574645,0.9162907318741551
2005-07-01,2.15,4.45,1.85,-0.25,-11.8,-1.2,1.85,1.85,2.7,2.7,3.1500000000000004,0.30000000000000004,2.8499999999999996,3.0,2.6,1.05,1.75,1.6,1.4000000000000001,1.8,45.1,1.2,1.2947271675944,2.3369865197113784,1.6389967146756448,1.9095425048844386,1.9600947840472693,0.9162907318741551,1.5151272329628591,1.6389967146756448,1.0116009116784799,2.1400661634962708,2.0794415416798357,1.704748092238425,1.7047480922384253,2.0215475632609334,1.824549292051046,1.2669476034873244,1.2947271675944,1.410986973710262,2.0412203288596382,1.6094379124341003,3.901972669574645,1.1314021114911006
2005-08-01,2.2,2.25,1.75,0.5,-7.5,-0.3,1.8,1.85,2.75,2.2,4.1,1.95,3.3,2.05,1.75,1.5,1.65,1.8,1.25,2.1,45.1,1.65,1.308332819650179,2.0980179272527715,1.6193882432872684,2.0149030205422647,2.4336133554004498,1.2237754316221159,1.5040773967762742,1.6389967146756448,1.0296194171811581,2.0794415416798357,2.191653532286764,1.967112356705916,1.7833912195575383,1.8870696490323797,1.6770965609079151,1.3862943611198906,1.2669476034873244,1.4586150226995167,2.0215475632609334,1.6677068205580763,3.901972669574645,1.2669476034873244
2005-09-01,2.15,2.3,2.0,2.05,-6.9,-0.1,1.9500000000000002,1.7999999999999998,2.85,2.75,3.5,0.0,3.1500000000000004,2.1,2.1,1.15,1.9,1.9500000000000002,1.05,2.6500000000000004,45.1,1.2000000000000002,1.2947271675944,2.1041341542702074,1.667706820558076,2.2027647577118348,2.4849066497880004,1.2809338454620642,1.536867219599265,1.62924053973028,1.0647107369924285,2.145931282948669,2.122261538862764,1.6486586255873816,1.7578579175523739,1.8946168546677629,1.7404661748405046,1.2947271675944,1.33500106673234,1.4929040961781488,1.9947003132247452,1.7664416612437652,3.901972669574645,1.1314021114911006
2005-10-01,2.2,1.5,1.2,0.35,-4.4,0.35,2.35,1.7999999999999998,2.85,3.2,3.3,0.3500000000000001,3.3,1.95,2.2,2.3,1.75,2.0999999999999996,1.25,2.8,45.1,1.4,1.308332819650179,2.0014800002101243,1.5040773967762742,1.9947003132247452,2.6741486494265287,1.398716881118448,1.6193882432872684,1.62924053973028,1.0647107369924285,2.1972245773362196,2.098017927252771,1.713797927758343,1.7833912195575383,1.8718021769015913,1.7578579175523739,1.5686159179138452,1.2947271675944,1.5260563034950492,2.0215475632609334,1.791759469228055,3.901972669574645,1.1939224684724346
2005-11-01,2.3499999999999996,1.9,1.6,0.8,-5.6499999999999995,0.5,2.45,1.95,3.0,3.85,3.9000000000000004,2.05,3.65,1.5999999999999999,1.9,2.05,1.7999999999999998,2.05,0.75,2.35,45.1,1.45,1.3480731482996928,2.0541237336955462,1.589235205116581,2.0541237336955462,2.583997552432231,1.4350845252893227,1.6389967146756448,1.6582280766035324,1.1151415906193203,2.2669579153508947,2.169053700369523,1.9810014688665833,1.840549633397487,1.8164520818184267,1.7047480922384253,1.5151272329628591,1.3083328196501787,1.5151272329628591,1.9530276168241774,1.7137979277583433,3.901972669574645,1.208960345836975
2005-12-01,2.3499999999999996,1.85,1.25,1.65,-5.45,-0.35,2.8499999999999996,1.95,3.05,4.15,3.8499999999999996,2.4,3.5,1.95,2.1,2.0,1.4,2.55,0.55,2.25,45.1,1.5499999999999998,1.3480731482996928,2.0476928433652555,1.5151272329628591,2.157559320943788,2.598979106047848,1.208960345836975,1.713797927758343,1.6582280766035324,1.1314021114911004,2.2975725511705014,2.163323025660538,2.028148247292285,1.8164520818184267,1.8718021769015913,1.7404661748405046,1.5040773967762742,1.1939224684724346,1.6193882432872684,1.9242486522741338,1.6956156086751528,3.901972669574645,1.2383742310432684
2006-01-01,2.5,2.7,0.6,0.4,7.2,-1.5,3.1,2.4,2.9,6.4,4.8,6.0,4.3,1.7,1.4,0.8,1.1,2.9,-2.1,0.9,45.1,2.3,1.3862943611198906,2.1517622032594623,1.3609765531356006,2.0014800002101243,3.261935314328648,0.7884573603642703,1.7578579175523736,1.7404661748405044,1.0818051703517284,2.501435951739211,2.2669579153508943,2.4159137783010487,1.9387416595767006,1.8325814637483102,1.6094379124341003,1.1939224684724346,1.0986122886681098,1.6863989535702288,1.4350845252893225,1.410986973710262,3.901972669574645,1.4350845252893225
2006-02-01,3.0,2.7,1.8,0.9,9.5,1.3,3.8,3.1,3.0,7.4,6.2,10.5,5.5,1.4,1.2,2.4,1.5,2.2,-2.1,-1.2,45.1,2.9,1.5040773967762742,2.1517622032594623,1.62924053973028,2.066862759472976,3.3463891451671604,1.6094379124341003,1.8718021769015913,1.8562979903656263,1.1151415906193203,2.580216829592325,2.402430427963762,2.7536607123542622,2.0980179272527715,1.7833912195575383,1.5686159179138452,1.589235205116581,1.2237754316221157,1.547562508716013,1.4350845252893225,0.6931471805599453,3.901972669574645,1.5686159179138452
